,BINODENOSON,TOZADENANT,VIPADENANT,EVODENOSON,ISTRADEFYLLINE,APADENOSON,SONEDENOSON,UK432097,ETRUMADENANT,SIPAGLADENANT,ST1535,CIFORADENANT,BVT.115959,AMP579
Gen_84,0.07142857142857142,0.12087912087912088,0.0898876404494382,0.11428571428571428,0.11764705882352941,0.10476190476190476,0.08421052631578947,0.08130081300813008,0.0707070707070707,0.08333333333333333,0.10256410256410256,0.09,0.08139534883720931,0.07547169811320754
Gen_85,0.08823529411764706,0.125,0.10752688172043011,0.12844036697247707,0.1348314606741573,0.12962962962962962,0.07920792079207921,0.15833333333333333,0.12,0.14583333333333334,0.09523809523809523,0.13861386138613863,0.1,0.12149532710280374
Gen_86,0.061855670103092786,0.13636363636363635,0.07954545454545454,0.08490566037735849,0.09411764705882353,0.09615384615384616,0.052083333333333336,0.09166666666666666,0.11827956989247312,0.1590909090909091,0.037037037037037035,0.10309278350515463,0.05813953488372093,0.09803921568627451
Gen_87,0.09375,0.12087912087912088,0.07777777777777778,0.125,0.13095238095238096,0.1262135922330097,0.10752688172043011,0.10833333333333334,0.11578947368421053,0.09473684210526316,0.075,0.10101010101010101,0.14814814814814814,0.09615384615384616
Gen_88,0.09278350515463918,0.11956521739130435,0.10112359550561797,0.12380952380952381,0.06666666666666667,0.11428571428571428,0.08333333333333333,0.15517241379310345,0.10309278350515463,0.14130434782608695,0.04819277108433735,0.13402061855670103,0.09302325581395349,0.11650485436893204
Gen_89,0.07216494845360824,0.1348314606741573,0.09090909090909091,0.09433962264150944,0.08045977011494253,0.10576923076923077,0.0625,0.09090909090909091,0.12903225806451613,0.17045454545454544,0.04938271604938271,0.1134020618556701,0.06976744186046512,0.10784313725490197
Gen_90,0.06976744186046512,0.09876543209876543,0.09090909090909091,0.08333333333333333,0.1388888888888889,0.07291666666666667,0.058823529411764705,0.12149532710280374,0.10714285714285714,0.08333333333333333,0.10606060606060606,0.09090909090909091,0.06666666666666667,0.09782608695652174
Gen_91,0.09375,0.10869565217391304,0.0898876404494382,0.08333333333333333,0.11764705882352941,0.08411214953271028,0.07291666666666667,0.10833333333333334,0.09278350515463918,0.10638297872340426,0.075,0.11224489795918367,0.08139534883720931,0.09615384615384616
Gen_92,0.05102040816326531,0.13636363636363635,0.13095238095238096,0.08490566037735849,0.2077922077922078,0.08571428571428572,0.07446808510638298,0.09166666666666666,0.11827956989247312,0.0967741935483871,0.07692307692307693,0.11458333333333333,0.12345679012345678,0.07692307692307693
Gen_93,0.09803921568627451,0.12371134020618557,0.08333333333333333,0.13761467889908258,0.13333333333333333,0.1388888888888889,0.0784313725490196,0.13821138211382114,0.0970873786407767,0.12121212121212122,0.10714285714285714,0.11538461538461539,0.0989010989010989,0.1308411214953271
